timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kWh,initial_soc,final_soc,energy_consumed_kWh,charging_power_kW,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward,soc_increase,arrival_hour,day_type,charging_cost,waiting_category
2025-01-01 04:30:00,ST018,Highway,EV10018,Two-Wheeler,2025-01-01 04:30:00,2025-01-01 04:38:00,2025-01-01 05:38:00,8,30,20.453581036885684,94.58853549326813,22.24048633691473,22,60.65587182794928,3,26.19968092068358,13.17,0.2665602434798387,Low,Rainy,Wednesday,Off-Peak,26.496186704243645,CH7,High,-6.743128879741555,74.13495445638245,4,Weekday,292.907205057167,Short
2025-01-01 04:45:00,ST013,Highway,EV10019,Car,2025-01-01 04:45:00,2025-01-01 04:57:00,2025-01-01 06:17:00,12,40,59.81268498789622,96.69990501572462,14.754888011131362,11,80.48120733344379,8,24.984191492253217,12.26,0.3691330779857732,Low,Clear,Wednesday,Off-Peak,28.85505573490439,CH9,Medium,-9.922845958877447,36.887220027828405,4,Weekday,180.8949270164705,Medium
2025-01-01 05:00:00,ST003,Urban,EV10020,Car,2025-01-01 05:00:00,2025-01-01 05:13:00,2025-01-01 05:50:00,13,60,56.781749711047375,100.0,25.93095017337157,50,37.20249419294644,5,15.183941032332593,6.01,0.2990505307324168,Low,Clear,Wednesday,Off-Peak,10.23455687079478,CH3,High,-9.565272284494014,43.218250288952625,5,Weekday,155.84501054196312,Medium
2025-01-01 05:15:00,ST014,Urban,EV10021,Bus,2025-01-01 05:15:00,2025-01-01 05:29:00,2025-01-01 06:34:00,14,40,34.28068767931133,94.53985897115452,24.103668516737283,22,65.73727777291987,6,30.24358442695072,7.37,0.1976199094477803,Low,Cloudy,Wednesday,Off-Peak,32.70849847813096,CH10,Medium,-17.120119601956734,60.25917129184319,5,Weekday,177.6440369683538,Medium
2025-01-01 05:30:00,ST017,Highway,EV10022,Two-Wheeler,2025-01-01 05:30:00,2025-01-01 05:44:00,2025-01-01 06:12:00,14,30,25.40303959261946,100.0,22.37908812221416,50,28.918810381339483,4,19.30404735363451,7.44,0.3919031664257337,Low,Clear,Wednesday,Off-Peak,18.23502460030211,CH2,High,-8.10371447795489,74.59696040738054,5,Weekday,166.50041562927336,Medium
2025-01-01 05:45:00,ST018,Highway,EV10023,Two-Wheeler,2025-01-01 05:45:00,2025-01-01 05:51:00,2025-01-01 11:55:00,6,60,31.719718275521437,100.0,40.96816903468714,7,364.82784537834135,5,24.85035387637728,6.95,0.3167356345784516,Low,Cloudy,Wednesday,Off-Peak,22.65807750078584,CH2,Medium,-3.968001737921906,68.28028172447856,5,Weekday,284.72877479107564,Short
2025-01-01 06:00:00,ST014,Urban,EV10024,Bus,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 07:15:00,10,30,59.72752553986705,99.58055833664557,11.955909839033554,11,65.21405366745574,4,33.33309638087339,14.64,0.355902836640208,Low,Clear,Wednesday,Off-Peak,31.27758530156925,CH5,High,-7.989534176968437,39.853032796778514,6,Weekday,175.03452004345124,Short
2025-01-01 06:15:00,ST006,Urban,EV10025,Two-Wheeler,2025-01-01 06:15:00,2025-01-01 06:28:00,2025-01-01 17:52:00,13,100,19.5455515575173,99.45980613879333,79.91425458127601,7,684.9793249823658,3,24.136025249167005,14.36,0.3088089390024919,Low,Cloudy,Wednesday,Off-Peak,24.83663695006065,CH9,High,-10.062936879758642,79.91425458127603,6,Weekday,1147.5686957871235,Medium
2025-01-01 06:30:00,ST007,Urban,EV10026,Bus,2025-01-01 06:30:00,2025-01-01 06:41:00,2025-01-01 09:25:00,11,40,22.708182453486938,98.14618629056376,30.175201534830723,11,164.59200837180396,6,29.94031481990536,12.02,0.2078473453659265,Low,Clear,Wednesday,Off-Peak,27.876233262550294,CH9,High,-13.752642603003274,75.43800383707682,6,Weekday,362.70592244866526,Medium
2025-01-01 06:45:00,ST001,Highway,EV10027,Bus,2025-01-01 06:45:00,2025-01-01 06:57:00,2025-01-01 09:43:00,12,40,50.50566973395904,98.93111292806122,19.370177277640877,7,166.0300909512075,5,15.103697255479736,11.28,0.1582821860536127,Low,Clear,Wednesday,Off-Peak,10.813106425479011,CH2,Medium,-12.772273869487568,48.425443194102186,6,Weekday,218.4955996917891,Medium
2025-01-01 07:00:00,ST010,Urban,EV10028,Car,2025-01-01 07:00:00,2025-01-01 07:07:00,2025-01-01 07:58:00,7,60,26.89975784257679,99.11295258011192,43.32791684252107,50,51.993500211025285,0,86.88104541180797,8.28,0.1465124850183232,High,Clear,Wednesday,Peak,91.69945429491328,CH10,Low,-19.980834531811897,72.21319473753513,7,Weekday,358.75515145607443,Short
2025-01-01 07:15:00,ST003,Highway,EV10029,Car,2025-01-01 07:15:00,2025-01-01 07:35:00,2025-01-01 10:11:00,20,40,53.02023091558376,98.69753293429072,18.270920807482785,7,156.6078926355667,3,83.88973040219217,12.7,0.1647463082490529,High,Rainy,Wednesday,Peak,85.11863516038217,CH3,Low,-33.335556832966844,45.67730201870696,7,Weekday,232.04069425503135,Medium
2025-01-01 07:30:00,ST016,Urban,EV10030,Bus,2025-01-01 07:30:00,2025-01-01 07:51:00,2025-01-01 13:41:00,21,75,16.63727111214849,100.0,62.522046665888645,11,350.2464142419044,0,91.80744779074814,7.71,0.2316914262116908,High,Rainy,Wednesday,Peak,87.5920116041708,CH10,Medium,-32.4107467717989,83.36272888785152,7,Weekday,482.04497979400145,Medium
2025-01-01 07:45:00,ST007,Urban,EV10031,Two-Wheeler,2025-01-01 07:45:00,2025-01-01 07:55:00,2025-01-01 15:18:00,10,100,19.216683716568504,100.0,80.7833162834315,11,443.1612070318014,7,83.3581177765708,6.73,0.1469311128013258,High,Cloudy,Wednesday,Peak,80.86054675821674,CH7,High,-25.763690171274384,80.7833162834315,7,Weekday,543.6717185874941,Short
2025-01-01 08:00:00,ST012,Highway,EV10032,Two-Wheeler,2025-01-01 08:00:00,2025-01-01 08:18:00,2025-01-01 09:51:00,18,100,23.996694847297142,100.0,76.00330515270286,50,93.22887473804822,11,88.42691594711565,12.3,0.1143148383074946,High,Cloudy,Wednesday,Peak,89.08728805205641,CH2,Low,-37.75593804019829,76.00330515270286,8,Weekday,934.8406533782453,Medium
2025-01-01 08:15:00,ST008,Urban,EV10033,Bus,2025-01-01 08:15:00,2025-01-01 08:26:00,2025-01-01 12:50:00,11,60,47.89230552321845,99.3388846751631,30.867947491166788,7,264.58240706714395,4,67.7662795307424,8.11,0.3938531585864526,High,Clear,Wednesday,Peak,64.51958222963577,CH10,High,-14.7376611485549,51.446579151944654,8,Weekday,250.33905415336264,Medium
2025-01-01 08:30:00,ST008,Urban,EV10034,Car,2025-01-01 08:30:00,2025-01-01 08:37:00,2025-01-01 15:04:00,7,100,29.92523671986867,100.0,70.07476328013132,11,387.709962800196,5,86.57509793600249,11.84,0.2847553493169742,High,Clear,Wednesday,Peak,91.01401398161006,CH1,Low,-18.272359107691276,70.07476328013132,8,Weekday,829.6851972367548,Short
2025-01-01 08:45:00,ST003,Urban,EV10035,Bus,2025-01-01 08:45:00,2025-01-01 08:58:00,2025-01-01 09:46:00,13,40,11.32556552708109,100.0,35.46977378916756,50,48.425907458962286,6,93.08673369531928,10.73,0.138550105970173,High,Clear,Wednesday,Peak,96.1987754626793,CH9,Low,-30.460843559958665,88.6744344729189,8,Weekday,380.59067275776795,Medium
2025-01-01 09:00:00,ST009,Highway,EV10036,Car,2025-01-01 09:00:00,2025-01-01 09:12:00,2025-01-01 10:26:00,12,30,58.05952819119571,100.0,12.582141542641288,11,74.31107454545788,2,70.58356478833497,8.77,0.11168893969307,High,Rainy,Wednesday,Peak,71.76610363171389,CH3,High,-23.76604476687489,41.94047180880429,9,Weekday,110.3453813289641,Medium
2025-01-01 09:15:00,ST019,Highway,EV10037,Car,2025-01-01 09:15:00,2025-01-01 09:20:00,2025-01-01 11:44:00,5,30,42.78613176903711,98.8540129726085,16.82036436107142,7,144.1745516663264,7,71.72659310486625,11.97,0.2886828540339652,High,Cloudy,Wednesday,Peak,75.50131324013678,CH7,Low,-14.184832999954295,56.06788120357139,9,Weekday,201.3397614020249,Short
2025-01-01 09:30:00,ST004,Urban,EV10038,Two-Wheeler,2025-01-01 09:30:00,2025-01-01 09:44:00,2025-01-01 12:28:00,14,30,37.398594162404365,100.0,18.78042175127869,7,164.12318779200683,7,100.0,9.13,0.2116054257378349,High,Cloudy,Wednesday,Peak,102.76412960741996,CH6,Medium,-31.151837227864952,62.601405837595635,9,Weekday,171.46525058917447,Medium
2025-01-01 09:45:00,ST014,Highway,EV10039,Two-Wheeler,2025-01-01 09:45:00,2025-01-01 09:58:00,2025-01-01 13:35:00,13,100,21.92984298951701,100.0,78.07015701048299,22,217.0456917735301,7,71.12495475343731,14.03,0.2515757117343571,High,Clear,Wednesday,Peak,74.38952941451473,CH2,Low,-23.17771959865675,78.07015701048299,9,Weekday,1095.3243028570762,Medium
2025-01-01 10:00:00,ST013,Highway,EV10040,Car,2025-01-01 10:00:00,2025-01-01 10:13:00,2025-01-01 13:56:00,13,30,12.674264837368446,99.39670352884605,26.016731607443283,7,223.00055663522812,5,100.0,10.73,0.6527348848679198,High,Clear,Wednesday,Peak,99.4844552197832,CH4,Low,-15.917953453962408,86.7224386914776,10,Weekday,279.15953014786646,Medium
2025-01-01 10:15:00,ST018,Highway,EV10041,Car,2025-01-01 10:15:00,2025-01-01 10:24:00,2025-01-01 11:12:00,9,60,40.12204629505595,100.0,35.92677222296643,50,48.902681035060056,7,98.66316174903396,12.9,0.4364824412194761,High,Cloudy,Wednesday,Peak,98.60736479605976,CH3,Medium,-19.138159113222507,59.87795370494405,10,Weekday,463.45536167626693,Short
2025-01-01 10:30:00,ST015,Urban,EV10042,Car,2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 18:12:00,10,100,46.85177783955045,99.60498900161792,52.75321116206748,7,452.1703813891499,2,67.71966728211343,12.62,0.6472872253265045,High,Cloudy,Wednesday,Peak,63.73089404334134,CH9,Low,-5.125316696627552,52.75321116206747,10,Weekday,665.7455248652916,Short
2025-01-01 10:45:00,ST002,Urban,EV10043,Car,2025-01-01 10:45:00,2025-01-01 10:53:00,2025-01-01 22:11:00,8,100,21.12882087855153,100.0,78.87117912144848,7,678.8342241969167,7,70.25395122567599,5.85,0.7946558314004702,High,Clear,Wednesday,Peak,68.9966591832372,CH3,Medium,-1.7111153031210922,78.87117912144848,10,Weekday,461.39639786047354,Short
2025-01-01 11:00:00,ST016,Highway,EV10044,Car,2025-01-01 11:00:00,2025-01-01 11:15:00,2025-01-01 11:34:00,15,30,39.59443694106422,93.36969818645387,16.1325783736169,50,19.35909404834028,2,55.3144074778231,10.58,0.5696888036987906,Medium,Cloudy,Wednesday,Off-Peak,59.37795132877047,CH1,Low,-9.972217384600905,53.77526124538966,11,Weekday,170.68267919286683,Medium
2025-01-01 11:15:00,ST013,Urban,EV10045,Bus,2025-01-01 11:15:00,2025-01-01 11:23:00,2025-01-01 15:32:00,8,60,22.68410869365694,98.95753213717754,45.76405406611236,11,249.6221130878856,4,37.56453748804216,6.18,0.6596841208464255,Medium,Cloudy,Wednesday,Off-Peak,40.02498628069639,CH8,Medium,2.2776161277843343,76.2734234435206,11,Weekday,282.8218541285744,Short
2025-01-01 11:30:00,ST014,Highway,EV10046,Car,2025-01-01 11:30:00,2025-01-01 11:42:00,2025-01-01 12:50:00,12,75,24.285604314093035,100.0,56.78579676443022,50,68.58732114797498,0,54.06327747080202,14.78,0.6224020154570339,Medium,Clear,Wednesday,Off-Peak,52.29014135357786,CH5,Low,-4.140595030449388,75.71439568590696,11,Weekday,839.2940761782787,Medium
2025-01-01 11:45:00,ST002,Urban,EV10047,Two-Wheeler,2025-01-01 11:45:00,2025-01-01 12:00:00,2025-01-01 17:50:00,15,100,59.64823980596502,100.0,40.35176019403498,7,350.0901003484872,1,33.26303641269308,6.66,0.4867236426345965,Medium,Cloudy,Wednesday,Off-Peak,31.20797588108737,CH1,Low,-7.550898003500721,40.35176019403498,11,Weekday,268.742722892273,Medium
2025-01-01 12:00:00,ST019,Highway,EV10048,Two-Wheeler,2025-01-01 12:00:00,2025-01-01 12:17:00,2025-01-01 13:08:00,17,60,24.04815947961152,95.1270834930012,42.647354408033806,50,51.17682528964057,4,37.20268197807653,8.36,0.4678719615582262,Medium,Rainy,Wednesday,Off-Peak,38.67116559476377,CH3,Low,-12.40437754886852,71.07892401338967,12,Weekday,356.5318828511626,Medium
2025-01-01 12:15:00,ST017,Urban,EV10049,Car,2025-01-01 12:15:00,2025-01-01 12:21:00,2025-01-01 12:49:00,6,40,21.469737285247483,80.07597378058105,23.442494598133425,50,28.130993517760118,6,60.41385059120846,11.85,0.4650467757379565,Medium,Clear,Wednesday,Off-Peak,64.52312243614688,CH10,Low,-7.131366846102996,58.60623649533357,12,Weekday,277.7935609878811,Short
2025-01-01 12:30:00,ST008,Highway,EV10050,Car,2025-01-01 12:30:00,2025-01-01 12:43:00,2025-01-01 15:57:00,13,40,14.137421001765308,100.0,34.34503159929388,11,194.71982912329656,4,58.31659992345499,14.87,0.4601667564414113,Medium,Rainy,Wednesday,Off-Peak,59.25790707697634,CH4,High,-12.85831729144866,85.8625789982347,12,Weekday,510.7106198815,Medium
2025-01-01 12:45:00,ST020,Urban,EV10051,Two-Wheeler,2025-01-01 12:45:00,2025-01-01 12:53:00,2025-01-01 13:23:00,8,30,58.49571989073016,95.75799695078751,11.178683118017211,22,30.4873175945924,5,36.10465602907974,6.34,0.4054687859307989,Medium,Clear,Wednesday,Off-Peak,31.858246632604363,CH7,High,-5.5568676278919815,37.26227706005736,12,Weekday,70.87285096822912,Short
2025-01-01 13:00:00,ST019,Highway,EV10052,Bus,2025-01-01 13:00:00,2025-01-01 13:11:00,2025-01-01 19:04:00,11,100,59.83184185369527,100.0,40.168158146304734,7,353.85614642944483,9,61.71243606127368,8.78,0.4964339329318528,Medium,Clear,Wednesday,Off-Peak,58.76288934633892,CH6,Low,-12.949469224299152,40.16815814630473,13,Weekday,352.67642852455555,Medium
2025-01-01 13:15:00,ST009,Highway,EV10053,Car,2025-01-01 13:15:00,2025-01-01 13:28:00,2025-01-01 15:18:00,13,30,57.70255136293612,100.0,12.689234591119163,7,110.43073439807766,4,56.70997396516686,5.47,0.507468992810123,Medium,Rainy,Wednesday,Off-Peak,51.931821385469874,CH5,Medium,-11.11792500872968,42.29744863706388,13,Weekday,69.41011321342182,Medium
2025-01-01 13:30:00,ST011,Urban,EV10054,Car,2025-01-01 13:30:00,2025-01-01 13:30:00,2025-01-01 14:14:00,0,60,36.008175055599665,98.13706206979506,37.27733220851724,50,44.73279865022068,3,45.61607335995225,12.85,0.655744542789697,Medium,Cloudy,Wednesday,Off-Peak,48.66652003514587,CH10,High,9.049121611700455,62.1288870141954,13,Weekday,479.01371887944646,Short
2025-01-01 13:45:00,ST004,Urban,EV10055,Two-Wheeler,2025-01-01 13:45:00,2025-01-01 14:07:00,2025-01-01 16:45:00,22,75,59.02313625461889,97.88448842873098,29.146014130584064,11,158.9782588940949,9,52.12424766071187,14.04,0.5393021868093202,Medium,Clear,Wednesday,Off-Peak,52.264142552309984,CH9,Medium,-20.74578392786277,38.861352174112085,13,Weekday,409.2100383934002,Medium
2025-01-01 14:00:00,ST005,Highway,EV10056,Car,2025-01-01 14:00:00,2025-01-01 14:07:00,2025-01-01 16:54:00,7,40,53.11818543733726,100.0,18.75272582506509,7,167.40987813345006,4,59.26274245056129,12.69,0.4264943911407464,Medium,Clear,Wednesday,Off-Peak,54.72135511460762,CH6,Medium,-8.057716755889867,46.88181456266274,14,Weekday,237.972090720076,Short
2025-01-01 14:15:00,ST006,Highway,EV10057,Two-Wheeler,2025-01-01 14:15:00,2025-01-01 14:32:00,2025-01-01 21:01:00,17,100,27.370670411270712,98.80423629120388,71.43356587993318,11,389.6376320723628,7,39.27589984325992,6.29,0.451218335583109,Medium,Rainy,Wednesday,Off-Peak,35.794926778382866,CH5,High,-14.818629901158715,71.43356587993317,14,Weekday,449.3171293847797,Medium
2025-01-01 14:30:00,ST017,Urban,EV10058,Two-Wheeler,2025-01-01 14:30:00,2025-01-01 14:41:00,2025-01-01 17:05:00,11,75,27.28336416619316,97.70251607786648,52.814363933754976,22,144.0391743647863,5,64.19331047810313,11.02,0.4895396263625282,Medium,Rainy,Wednesday,Off-Peak,67.41121684654762,CH5,High,-11.65247330474478,70.41915191167331,14,Weekday,582.0142905499798,Medium
2025-01-01 14:45:00,ST004,Urban,EV10059,Bus,2025-01-01 14:45:00,2025-01-01 15:00:00,2025-01-01 19:21:00,15,40,23.92951695159793,100.0,30.42819321936083,7,261.0672975830593,3,49.03270511197569,8.56,0.7576869051583703,Medium,Clear,Wednesday,Off-Peak,45.32018909497213,CH2,High,-3.5759338676440287,76.07048304840207,14,Weekday,260.4653339577287,Medium
2025-01-01 15:00:00,ST018,Urban,EV10060,Bus,2025-01-01 15:00:00,2025-01-01 15:03:00,2025-01-01 17:48:00,3,40,49.97051994545213,98.30785933814894,19.334935757078725,7,165.72802077496047,5,39.70933048148581,8.77,0.4010380097534586,Medium,Cloudy,Wednesday,Off-Peak,43.39234155184168,CH10,Low,-1.4107258036934045,48.33733939269681,15,Weekday,169.5673865895804,Short
2025-01-01 15:15:00,ST011,Urban,EV10061,Two-Wheeler,2025-01-01 15:15:00,2025-01-01 15:34:00,2025-01-01 15:52:00,19,30,39.86390411277153,92.39889116197888,15.7604961147622,50,18.91259533771464,1,45.53568955573064,11.18,0.547565455827909,Medium,Rainy,Wednesday,Off-Peak,45.16103671706212,CH5,High,-12.180174236308858,52.53498704920735,15,Weekday,176.20234656304137,Medium
2025-01-01 15:30:00,ST016,Highway,EV10062,Car,2025-01-01 15:30:00,2025-01-01 15:44:00,2025-01-01 21:05:00,14,60,36.60567426326578,99.0395068165867,37.46029953199255,7,321.08828170279327,3,44.91491497512247,6.05,0.6949620824375277,Medium,Clear,Wednesday,Off-Peak,41.73775375988205,CH7,Medium,-3.634120521898668,62.43383255332091,15,Weekday,226.6348121685549,Medium
2025-01-01 15:45:00,ST002,Urban,EV10063,Bus,2025-01-01 15:45:00,2025-01-01 15:59:00,2025-01-01 17:13:00,14,30,52.03549929389656,97.6373681458386,13.68056065558261,11,74.62123993954151,3,59.71581842219685,10.94,0.6716409276577959,Medium,Clear,Wednesday,Off-Peak,62.60753080827023,CH5,Low,-7.2939358547054916,45.60186885194204,15,Weekday,149.66533357207376,Medium
2025-01-01 16:00:00,ST015,Highway,EV10064,Two-Wheeler,2025-01-01 16:00:00,2025-01-01 16:05:00,2025-01-01 16:34:00,5,40,37.88711329752187,99.96566749659009,24.831421679627283,50,29.797706015552738,1,39.51327717396173,8.63,0.6583668965326406,Medium,Clear,Wednesday,Off-Peak,40.221060220650855,CH2,Low,6.348351461186869,62.078554199068215,16,Weekday,214.29516909518347,Short
2025-01-01 16:15:00,ST005,Urban,EV10065,Bus,2025-01-01 16:15:00,2025-01-01 16:24:00,2025-01-01 19:50:00,9,60,59.32576243964898,99.40005099194332,24.0445731313766,7,206.09634112608515,1,45.63429402426214,13.51,0.4351550498160575,Medium,Rainy,Wednesday,Off-Peak,48.69294289167357,CH9,Low,-5.572207310370704,40.074288552294334,16,Weekday,324.84218300489783,Short
2025-01-01 16:30:00,ST014,Urban,EV10066,Car,2025-01-01 16:30:00,2025-01-01 16:40:00,2025-01-01 19:17:00,10,60,53.275356294699016,100.0,28.03478622318059,11,157.45637549901534,4,55.68688289865327,13.21,0.6873829083346215,Medium,Cloudy,Wednesday,Off-Peak,56.037250219102376,CH6,Low,-2.5158893296920137,46.724643705300984,16,Weekday,370.3395260082156,Short
